,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
24558,30.0,75000.0,MORTGAGE,12.0,PERSONAL,A,8000.0,7.139999999999999,0.11,N,9.0,0
24559,32.0,75000.0,MORTGAGE,3.0,VENTURE,B,10000.0,10.38,0.13,N,10.0,0
24560,29.0,75000.0,MORTGAGE,3.0,PERSONAL,B,4000.0,10.75,0.05,N,9.0,0
24561,27.0,71020.0,RENT,1.0,MEDICAL,C,10000.0,12.53,0.14,N,6.0,0
24562,33.0,75000.0,MORTGAGE,2.0,MEDICAL,A,10000.0,7.88,0.13,N,9.0,0
24563,30.0,75000.0,MORTGAGE,11.0,MEDICAL,A,15000.0,7.88,0.2,N,9.0,0
24564,29.0,58650.0,MORTGAGE,5.0,MEDICAL,E,3000.000000000001,17.19,0.04000000000000001,N,6.0,1
24565,29.0,71500.0,RENT,2.0,MEDICAL,C,10000.0,13.57,0.14,N,6.0,0
24566,29.0,75000.0,OWN,3.0,HOMEIMPROVEMENT,A,12000.0,7.51,0.16,N,5.0,0
24567,33.0,75000.0,MORTGAGE,17.0,MEDICAL,C,12000.0,13.623333333333333,0.16,Y,8.0,0
24568,31.0,75000.0,MORTGAGE,3.0,EDUCATION,B,12000.0,10.38,0.16,N,10.0,0
24569,30.0,75000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,21000.0,14.35,0.28,Y,5.0,0
24570,30.0,66000.0,RENT,5.0,EDUCATION,D,10000.0,14.83,0.15,Y,9.0,1
24571,30.0,72000.0,RENT,1.0,DEBTCONSOLIDATION,B,10000.0,9.99,0.14,N,7.0,0
24572,34.0,72000.0,RENT,2.0,HOMEIMPROVEMENT,A,10000.0,7.51,0.14,N,7.0,0
24573,28.0,75000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10500.0,6.94,0.14,N,9.0,0
24574,27.0,75000.0,MORTGAGE,3.0,VENTURE,B,4000.0,11.49,0.05,N,7.0,0
24575,34.0,75000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000.0,7.51,0.08,N,7.0,0
24576,28.0,66000.0,RENT,12.0,DEBTCONSOLIDATION,D,10000.0,15.7,0.15,N,5.0,1
24577,27.0,75000.0,OWN,3.0,HOMEIMPROVEMENT,C,25000.0,13.85,0.33,N,10.0,0
24578,29.0,75000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,B,4200.0,10.99,0.06000000000000001,N,6.0,0
24579,28.0,69000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,F,25000.0,19.41,0.36,Y,5.0,1
24580,34.0,73000.0,RENT,0.0,PERSONAL,B,10000.0,11.11,0.14,N,10.0,0
24581,32.0,73000.0,RENT,4.0,DEBTCONSOLIDATION,A,10000.0,8.59,0.14,N,8.0,0
24582,32.0,75000.0,MORTGAGE,10.0,VENTURE,E,20000.0,16.45,0.27,Y,8.0,0
24583,28.0,75000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,9600.0,10.62,0.13,N,7.0,0
24584,28.0,74000.0,RENT,12.0,HOMEIMPROVEMENT,B,10000.0,11.71,0.14,N,8.0,0
24585,33.0,74000.0,RENT,3.0,HOMEIMPROVEMENT,A,10000.0,7.363333333333333,0.14,N,8.0,0
24586,33.0,74520.0,RENT,4.0,HOMEIMPROVEMENT,D,10000.0,16.89,0.13,N,10.0,0
24587,27.0,75000.0,MORTGAGE,4.0,PERSONAL,B,20150.0,11.36,0.27,N,6.0,0
24588,33.0,75000.0,RENT,4.0,HOMEIMPROVEMENT,A,10000.0,6.943333333333333,0.13,N,6.0,0
24589,28.0,75000.0,RENT,6.0,VENTURE,A,10000.0,7.9,0.13,N,5.0,0
24590,35.0,75000.0,OWN,2.0,MEDICAL,B,25000.0,10.99,0.33,N,7.0,0
24591,27.0,75000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,E,8500.0,17.19,0.11,N,5.0,0
24592,29.0,75000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,14400.0,13.92,0.19,N,9.0,0
24593,32.0,75000.0,MORTGAGE,10.0,PERSONAL,C,22000.0,13.92,0.29,N,10.0,0
24594,32.0,75000.0,RENT,3.0,HOMEIMPROVEMENT,A,10000.0,7.29,0.13,N,10.0,0
24595,32.0,75000.0,MORTGAGE,2.0,EDUCATION,D,2000.0,15.65,0.03,Y,10.0,0
24596,30.0,75000.0,RENT,2.0,HOMEIMPROVEMENT,A,10000.0,7.29,0.13,N,9.0,0
24597,27.0,75000.0,RENT,9.0,EDUCATION,B,10000.0,9.63,0.13,N,9.0,0
24598,34.0,75000.0,RENT,2.0,PERSONAL,B,10000.0,10.0,0.13,N,8.0,0
24599,27.0,75000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,23200.0,14.54,0.31,N,9.0,0
24600,34.0,58650.0,MORTGAGE,7.0,MEDICAL,G,12000.0,20.17,0.17,Y,10.0,1
24601,32.0,75000.0,MORTGAGE,5.0,PERSONAL,C,15000.0,13.57,0.2,N,6.0,0
24602,31.0,75000.0,MORTGAGE,8.0,VENTURE,B,15600.0,11.83,0.21,N,5.0,0
24603,30.0,75000.0,MORTGAGE,4.0,VENTURE,B,15000.0,11.48,0.2,N,7.0,0
24604,28.0,75000.0,MORTGAGE,2.0,MEDICAL,B,20000.0,12.18,0.27,N,5.0,0
24605,28.0,75000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000.0,11.48,0.08,N,8.0,0
24606,27.0,75000.0,MORTGAGE,1.0,PERSONAL,C,18000.0,13.57,0.24,Y,9.0,0
24607,31.0,75000.0,RENT,1.0,MEDICAL,C,10000.0,13.47,0.13,Y,6.0,0
24608,28.0,75000.0,MORTGAGE,10.0,MEDICAL,A,9800.0,7.140000000000001,0.13,N,7.0,0
24609,29.0,75000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000.0,11.48,0.13,N,10.0,0
24610,28.0,77250.0,RENT,1.0,PERSONAL,B,10000.0,9.2,0.13,N,7.0,0
24611,31.0,60775.0,RENT,4.0,MEDICAL,D,10000.0,16.49,0.14,Y,6.0,1
24612,31.0,75000.0,MORTGAGE,3.0,VENTURE,F,8000.0,18.21,0.11,Y,7.0,0
24613,34.0,75000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8400.0,13.15,0.11,Y,8.0,0
24614,29.0,75000.0,MORTGAGE,1.0,MEDICAL,A,12000.0,9.63,0.16,N,6.0,0
24615,32.0,75000.0,MORTGAGE,0.0,EDUCATION,B,10000.0,11.89,0.13,N,5.0,0
24616,31.0,78504.0,RENT,2.0,EDUCATION,C,10000.0,11.41,0.13,Y,8.0,0
24617,35.0,79000.0,RENT,7.0,MEDICAL,A,10000.0,7.51,0.13,N,8.0,0
24618,33.0,75000.0,MORTGAGE,13.0,VENTURE,D,4000.0,14.11,0.05,N,7.0,0
24619,28.0,75000.0,MORTGAGE,5.0,VENTURE,B,10000.0,12.21,0.13,N,5.0,0
24620,28.0,79200.0,RENT,6.0,MEDICAL,A,10000.0,7.66,0.13,N,10.0,0
24621,29.0,80000.0,RENT,3.0,EDUCATION,D,10000.0,17.27,0.13,N,8.0,0
24622,30.0,69000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,8500.0,14.176666666666666,0.12,N,5.0,1
24623,34.0,80000.0,RENT,6.0,DEBTCONSOLIDATION,B,10000.0,9.91,0.13,N,7.0,0
24624,28.0,75000.0,OTHER,4.0,VENTURE,D,7200.0,15.05,0.1,Y,6.0,0
24625,31.0,75000.0,MORTGAGE,0.0,EDUCATION,D,20000.0,14.74,0.27,N,10.0,0
24626,31.0,80000.0,RENT,6.0,PERSONAL,A,10000.0,7.140000000000001,0.13,N,9.0,0
24627,27.0,75000.0,OWN,11.0,HOMEIMPROVEMENT,C,6000.0,13.47,0.08,N,7.0,0
24628,27.0,75000.0,MORTGAGE,0.0,EDUCATION,A,4200.0,9.32,0.06000000000000001,N,8.0,0
24629,27.0,75000.0,MORTGAGE,2.0,VENTURE,B,8000.0,10.95,0.11,N,7.0,0
24630,33.0,75000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000.0,12.21,0.2,N,10.0,0
24631,34.0,75000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6500.0,9.38,0.09,N,7.0,0
24632,31.0,80000.0,RENT,3.0,VENTURE,A,10000.0,7.66,0.13,N,7.0,0
24633,27.0,75000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3900.0,10.51,0.05,N,8.0,0
24634,27.0,58650.0,MORTGAGE,5.0,MEDICAL,E,7500.0,15.07,0.11,Y,9.0,1
24635,28.0,75000.0,MORTGAGE,12.0,VENTURE,C,15250.0,11.34,0.2,N,5.0,0
24636,33.0,75000.0,OWN,17.0,PERSONAL,A,6000.0,7.68,0.08,N,7.0,0
24637,29.0,75000.0,MORTGAGE,0.0,PERSONAL,B,3000.000000000001,9.45,0.04000000000000001,N,10.0,0
24638,30.0,69000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14000.0,10.14,0.2,N,10.0,1
24639,31.0,80000.0,RENT,0.0,HOMEIMPROVEMENT,A,10000.0,8.59,0.13,N,6.0,0
24640,27.0,75000.0,MORTGAGE,11.0,EDUCATION,E,21000.0,15.2,0.28,N,8.0,0
24641,27.0,75000.0,OWN,0.0,HOMEIMPROVEMENT,A,7500.0,8.38,0.1,N,6.0,0
24642,29.0,69000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000.0,12.8,0.36,Y,5.0,1
24643,27.0,80004.0,RENT,11.0,PERSONAL,D,10000.0,15.2,0.12,N,7.0,0
24644,35.0,75000.0,MORTGAGE,5.0,PERSONAL,B,5000.0,8.7,0.07,N,9.0,0
24645,35.0,80004.0,RENT,5.0,EDUCATION,A,10000.0,7.51,0.12,N,10.0,0
24646,30.0,81004.0,RENT,3.0,VENTURE,A,10000.0,6.91,0.12,N,9.0,0
24647,27.0,75288.0,MORTGAGE,12.0,MEDICAL,B,18050.0,10.0,0.24,N,10.0,0
24648,32.0,75333.0,MORTGAGE,1.0,EDUCATION,B,15000.0,11.58,0.2,N,5.0,0
24649,27.0,75400.0,MORTGAGE,3.0,MEDICAL,A,6000.0,7.74,0.08,N,9.0,0
24650,27.0,75500.0,MORTGAGE,8.0,EDUCATION,A,9000.0,7.9,0.12,N,5.0,0
24651,28.0,75500.0,MORTGAGE,12.0,EDUCATION,D,3500.0,14.91,0.05,N,9.0,0
24652,35.0,75573.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22000.0,9.88,0.29,N,8.0,0
24653,29.0,83000.0,RENT,13.0,EDUCATION,B,10000.0,11.99,0.12,N,6.0,0
24654,27.0,75600.0,MORTGAGE,4.0,PERSONAL,C,25000.0,13.61,0.33,N,6.0,0
24655,28.0,83004.0,RENT,3.0,DEBTCONSOLIDATION,B,10000.0,11.86,0.12,N,10.0,0
24656,28.0,65984.0,RENT,12.0,MEDICAL,D,10000.0,15.33,0.13,N,5.0,1
24657,27.0,75670.0,MORTGAGE,0.0,MEDICAL,A,10000.0,8.94,0.13,N,10.0,0
24658,30.0,75689.0,MORTGAGE,13.0,HOMEIMPROVEMENT,C,10000.0,13.48,0.13,N,8.0,0
24659,33.0,75693.0,MORTGAGE,5.0,EDUCATION,B,22000.0,10.25,0.29,N,10.0,0
24660,27.0,77976.0,RENT,2.0,VENTURE,C,10000.0,13.85,0.13,Y,5.0,1
24661,29.0,59354.0,MORTGAGE,5.0,MEDICAL,D,9600.0,13.67,0.14,Y,10.0,1
24662,27.0,75852.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000.0,9.32,0.05,N,9.0,0
24663,33.0,78000.0,RENT,7.0,HOMEIMPROVEMENT,C,10000.0,13.06,0.13,Y,9.0,1
24664,30.0,59497.0,MORTGAGE,4.0,MEDICAL,D,17000.0,16.89,0.24,N,8.0,1
24665,29.0,75996.0,OWN,3.0,VENTURE,B,8000.0,10.74,0.11,N,10.0,0
24666,32.0,84456.0,RENT,5.0,DEBTCONSOLIDATION,B,10000.0,9.88,0.12,N,10.0,0
24667,33.0,84996.0,RENT,17.0,EDUCATION,A,10000.0,8.0,0.12,N,10.0,0
24668,27.0,84996.0,RENT,12.0,PERSONAL,B,10000.0,10.51,0.12,N,7.0,0
24669,29.0,76000.0,OWN,13.0,MEDICAL,D,28000.0,16.77,0.37,N,10.0,0
24670,33.0,85000.0,RENT,0.0,PERSONAL,B,10000.0,11.466666666666667,0.12,N,5.0,0
24671,30.0,85000.0,RENT,4.0,HOMEIMPROVEMENT,A,10000.0,6.62,0.12,N,9.0,0
24672,27.0,76000.0,MORTGAGE,7.0,EDUCATION,B,6400.0,10.65,0.08,N,7.0,0
24673,28.0,70000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,A,9000.0,5.42,0.13,N,7.0,1
24674,34.0,85000.0,RENT,3.0,HOMEIMPROVEMENT,C,10000.0,12.87,0.12,N,7.0,0
24675,30.0,85000.0,RENT,0.0,DEBTCONSOLIDATION,C,10000.0,13.16,0.12,Y,10.0,0
24676,27.0,76000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,A,12000.0,7.140000000000001,0.16,N,6.0,0
24677,35.0,76000.0,MORTGAGE,6.0,PERSONAL,A,10000.0,5.42,0.13,N,10.0,0
24678,30.0,76000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6250.0,7.88,0.08,N,10.0,0
24679,27.0,85248.0,RENT,0.0,MEDICAL,B,10000.0,9.99,0.12,N,9.0,0
24680,27.0,76000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000.0,10.99,0.13,N,9.0,0
24681,29.0,88000.0,RENT,7.0,HOMEIMPROVEMENT,A,10000.0,7.51,0.11,N,5.0,0
24682,27.0,88000.0,RENT,4.0,VENTURE,A,10000.0,7.51,0.11,N,7.0,0
24683,31.0,89000.0,RENT,1.0,VENTURE,B,10000.0,10.99,0.11,N,9.0,0
24684,27.0,89904.0,RENT,1.0,EDUCATION,B,10000.0,10.0,0.11,N,5.0,0
24685,34.0,70000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,17000.0,11.14,0.24,N,8.0,1
24686,31.0,78000.0,RENT,15.0,EDUCATION,C,10000.0,14.27,0.13,N,10.0,1
24687,27.0,90000.0,RENT,7.0,VENTURE,C,10000.0,14.27,0.11,Y,8.0,0
24688,30.0,76080.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000.0,11.14,0.16,N,5.0,0
24689,29.0,76176.0,MORTGAGE,12.0,MEDICAL,A,4800.0,6.99,0.06000000000000001,N,7.0,0
24690,30.0,76200.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3200.0,8.49,0.04000000000000001,N,7.0,0
24691,29.0,76200.0,MORTGAGE,13.0,EDUCATION,A,20000.0,6.91,0.26,N,7.0,0
24692,33.0,76248.0,MORTGAGE,17.0,MEDICAL,A,10400.0,7.66,0.14,N,5.0,0
24693,27.0,90000.0,RENT,4.0,HOMEIMPROVEMENT,A,10000.0,7.49,0.11,N,10.0,0
24694,30.0,90000.0,RENT,14.0,PERSONAL,D,10000.0,15.62,0.11,Y,6.0,0
24695,30.0,76404.0,MORTGAGE,14.0,MEDICAL,A,12000.0,6.54,0.16,N,5.0,0
24696,27.0,90000.0,RENT,3.0,DEBTCONSOLIDATION,A,10000.0,7.66,0.11,N,7.0,0
24697,28.0,76500.0,MORTGAGE,12.0,MEDICAL,B,10000.0,12.42,0.13,N,7.0,0
24698,29.0,76500.0,MORTGAGE,13.0,EDUCATION,A,13475.0,8.94,0.18,N,9.0,0
24699,32.0,90000.0,RENT,2.0,DEBTCONSOLIDATION,B,10000.0,11.12,0.11,N,8.0,0
24700,29.0,76596.0,MORTGAGE,14.0,HOMEIMPROVEMENT,C,17600.0,13.16,0.23,N,7.0,0
24701,30.0,90000.0,RENT,4.0,EDUCATION,E,10000.0,14.18,0.11,Y,10.0,0
24702,27.0,76788.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,17000.0,12.42,0.22,N,10.0,0
24703,27.0,60174.0,MORTGAGE,11.0,MEDICAL,B,3025.0,10.99,0.04000000000000001,N,10.0,1
24704,27.0,76800.0,MORTGAGE,3.0,EDUCATION,B,5000.0,11.49,0.07,N,7.0,0
24705,29.0,76800.0,OWN,6.333333333333333,VENTURE,B,2400.0,9.62,0.03,N,10.0,0
24706,27.0,70800.0,MORTGAGE,0.0,EDUCATION,G,20000.0,21.21,0.28,Y,8.0,1
24707,28.0,76992.0,MORTGAGE,8.0,EDUCATION,B,1800.000000000001,12.18,0.01999999999999999,N,8.0,0
24708,31.0,77000.0,MORTGAGE,4.0,VENTURE,C,10000.0,14.65,0.13,N,5.0,0
24709,32.0,77000.0,MORTGAGE,9.0,EDUCATION,D,10000.0,16.77,0.13,Y,8.0,0
24710,30.0,80004.0,RENT,2.0,DEBTCONSOLIDATION,B,10000.0,12.21,0.12,N,6.0,1
24711,31.0,77000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,B,6000.0,12.69,0.08,N,8.0,0
24712,27.0,77000.0,MORTGAGE,12.0,EDUCATION,A,4900.0,6.03,0.06000000000000001,N,7.0,0
24713,28.0,77000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,2600.0,11.71,0.03,N,5.0,0
24714,29.0,93000.0,RENT,1.0,HOMEIMPROVEMENT,B,10000.0,11.14,0.11,N,8.0,0
24715,33.0,77000.0,MORTGAGE,9.0,PERSONAL,A,12000.0,7.29,0.16,N,10.0,0
24716,27.0,77000.0,MORTGAGE,11.0,VENTURE,B,18500.0,11.11,0.24,N,10.0,0
24717,34.0,95000.0,RENT,7.0,MEDICAL,B,10000.0,9.99,0.11,N,6.0,0
24718,30.0,77000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000.0,7.139999999999999,0.1,N,7.0,0
24719,35.0,60350.0,MORTGAGE,15.0,MEDICAL,E,25000.0,16.82,0.35,N,5.0,1
24720,29.0,95000.0,RENT,1.0,PERSONAL,B,10000.0,10.38,0.11,N,5.0,0
24721,29.0,77000.0,MORTGAGE,3.0,PERSONAL,A,5000.0,7.139999999999999,0.06000000000000001,N,7.0,0
24722,30.0,77000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,1500.0,6.39,0.01999999999999999,N,7.0,0
24723,30.0,77000.0,MORTGAGE,2.0,PERSONAL,B,25000.0,12.18,0.32,N,10.0,0
24724,27.0,71000.0,OWN,0.0,VENTURE,E,5000.0,17.39,0.07,N,9.0,1
24725,27.0,102000.0,RENT,2.0,HOMEIMPROVEMENT,A,10150.0,6.98,0.1,N,6.0,0
24726,28.0,77000.0,MORTGAGE,5.0,PERSONAL,B,15000.0,12.21,0.19,N,5.0,0
24727,27.0,146000.0,RENT,3.0,VENTURE,C,10175.0,12.99,0.07,N,6.0,1
24728,35.0,77040.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5900.0,5.99,0.08,N,7.0,0
24729,29.0,44000.0,RENT,0.0,EDUCATION,B,10200.0,10.2,0.23,N,8.0,0
24730,27.0,77065.0,MORTGAGE,11.0,PERSONAL,A,23700.0,6.17,0.31,N,10.0,0
24731,27.0,48000.0,RENT,5.0,MEDICAL,B,10200.0,10.38,0.21,N,10.0,0
24732,28.0,54400.0,RENT,0.0,MEDICAL,D,10200.0,16.89,0.16,N,5.0,1
24733,29.0,77248.0,MORTGAGE,13.0,HOMEIMPROVEMENT,C,21600.0,13.85,0.28,Y,7.0,0
24734,28.0,90000.0,RENT,1.0,PERSONAL,A,10200.0,8.9,0.11,N,8.0,0
24735,35.0,77268.0,MORTGAGE,11.0,EDUCATION,C,7500.0,11.03,0.1,N,7.0,0
24736,30.0,77270.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,3000.000000000001,7.74,0.04000000000000001,N,5.0,0
24737,29.0,77367.0,OWN,12.0,EDUCATION,A,1000.0,7.37,0.010000000000000009,N,9.0,0
24738,31.0,21000.0,RENT,15.0,MEDICAL,A,11000.0,8.59,0.52,N,6.0,1
24739,29.0,71400.0,MORTGAGE,14.0,PERSONAL,C,10000.0,14.27,0.14,N,8.0,1
24740,28.0,77500.0,OWN,3.0,EDUCATION,A,8000.0,8.49,0.1,N,7.0,0
24741,32.0,77500.0,MORTGAGE,3.0,PERSONAL,B,13000.0,12.003333333333334,0.17,N,10.0,0
24742,30.0,77500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,9000.0,7.88,0.12,N,7.0,0
24743,27.0,30000.0,RENT,8.0,DEBTCONSOLIDATION,B,11000.0,9.91,0.37,N,10.0,1
24744,28.0,77544.0,MORTGAGE,2.0,PERSONAL,E,15000.0,16.63,0.19,Y,5.0,0
24745,28.0,71652.0,MORTGAGE,11.0,PERSONAL,G,25000.0,20.03,0.35,N,9.0,1
24746,33.0,32400.0,RENT,8.0,EDUCATION,A,11000.0,6.99,0.34,N,10.0,1
24747,31.0,77940.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,16250.0,10.99,0.21,N,10.0,0
24748,29.0,78000.0,MORTGAGE,2.0,PERSONAL,A,18000.0,6.62,0.23,N,5.0,0
24749,33.0,78000.0,MORTGAGE,17.0,MEDICAL,C,3200.0,13.49,0.04000000000000001,N,6.0,0
24750,29.0,35000.0,RENT,4.0,MEDICAL,A,11000.0,8.59,0.31,N,10.0,1
24751,33.0,78000.0,MORTGAGE,6.0,MEDICAL,C,20000.0,15.96,0.26,N,10.0,0
24752,28.0,78000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,19700.0,7.9,0.25,N,9.0,0
24753,28.0,78000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000.0,9.91,0.13,N,5.0,0
24754,27.0,120000.0,RENT,2.0,DEBTCONSOLIDATION,B,11050.0,12.69,0.09,N,7.0,0
24755,31.0,72000.0,MORTGAGE,4.0,EDUCATION,C,9000.0,15.96,0.13,Y,5.0,1
24756,30.0,78000.0,MORTGAGE,1.0,VENTURE,C,26000.0,15.96,0.33,Y,5.0,0
24757,28.0,78000.0,MORTGAGE,12.0,MEDICAL,B,12000.0,10.99,0.15,N,10.0,0
24758,27.0,39000.0,RENT,6.0,DEBTCONSOLIDATION,C,11100.0,14.370000000000001,0.28,Y,9.0,1
24759,27.0,61200.0,MORTGAGE,3.0,MEDICAL,A,13000.0,8.49,0.18,N,10.0,1
24760,28.0,78000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000.0,12.99,0.06000000000000001,Y,7.0,0
24761,32.0,78000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000.0,6.99,0.1,N,10.0,0
24762,29.0,72000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,D,12000.0,15.62,0.17,Y,9.0,1
24763,35.0,78000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,9450.0,10.99,0.12,N,8.0,0
24764,29.0,78000.0,MORTGAGE,0.0,PERSONAL,B,9600.0,11.67,0.12,N,5.0,0
24765,32.0,50000.0,RENT,3.0,HOMEIMPROVEMENT,B,11100.0,10.59,0.22,N,10.0,0
24766,31.0,75000.0,RENT,5.0,HOMEIMPROVEMENT,A,11100.0,6.03,0.15,N,5.0,0
24767,27.0,78000.0,MORTGAGE,6.0,VENTURE,D,15275.0,16.89,0.2,N,6.0,0
24768,33.0,34000.0,RENT,17.0,DEBTCONSOLIDATION,D,11175.0,14.96,0.33,N,8.0,1
24769,30.0,30809.0,RENT,1.0,EDUCATION,B,11200.0,11.99,0.36,N,7.0,1
24770,33.0,78000.0,MORTGAGE,17.0,VENTURE,D,10000.0,14.530000000000001,0.13,N,10.0,0
24771,34.0,33500.0,RENT,0.0,VENTURE,B,11200.0,12.21,0.33,N,9.0,1
24772,28.0,78000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000.0,5.79,0.15,N,5.0,0
24773,31.0,34800.0,RENT,7.0,DEBTCONSOLIDATION,C,11200.0,13.23,0.32,Y,7.0,1
24774,29.0,34900.0,RENT,2.0,MEDICAL,B,11200.0,9.99,0.32,N,10.0,1
24775,33.0,35000.0,RENT,5.0,MEDICAL,B,11200.0,10.36,0.32,N,9.0,1
24776,31.0,35000.0,RENT,3.0,MEDICAL,B,11200.0,11.12,0.32,N,6.0,1
24777,27.0,78000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000.0,5.42,0.06000000000000001,N,7.0,0
24778,30.0,78000.0,MORTGAGE,2.0,EDUCATION,B,20000.0,11.11,0.26,N,5.0,0
24779,31.0,78000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000.0,5.79,0.06000000000000001,N,10.0,0
24780,29.0,78000.0,OWN,13.0,VENTURE,A,14400.0,6.926666666666667,0.18,N,7.0,0
24781,28.0,78000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,B,13000.0,11.236666666666666,0.17,N,9.0,0
24782,31.0,78000.0,MORTGAGE,6.0,VENTURE,B,8000.0,10.0,0.1,N,6.0,0
24783,35.0,78000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000.0,6.54,0.13,N,8.0,0
24784,27.0,78000.0,MORTGAGE,2.0,MEDICAL,B,7000.0,9.62,0.09,N,6.0,0
24785,28.0,78000.0,OWN,12.0,MEDICAL,A,5250.0,5.79,0.07,N,10.0,0
24786,30.0,78000.0,MORTGAGE,2.0,EDUCATION,B,10800.0,10.36,0.14,N,9.0,0
24787,33.0,45600.0,RENT,0.0,DEBTCONSOLIDATION,A,11200.0,5.79,0.25,N,8.0,0
24788,31.0,46000.0,RENT,4.0,DEBTCONSOLIDATION,C,11200.0,14.27,0.24,Y,6.0,0
24789,28.0,46739.0,RENT,0.0,MEDICAL,C,11200.0,13.48,0.24,N,8.0,0
24790,27.0,72000.0,MORTGAGE,11.0,PERSONAL,B,5000.0,11.86,0.07,N,10.0,1
24791,27.0,78000.0,OWN,3.0,MEDICAL,D,12000.0,15.58,0.15,N,7.0,0
24792,31.0,48000.0,RENT,5.0,EDUCATION,B,11200.0,11.033333333333333,0.23,N,5.0,0
24793,28.0,48000.0,RENT,1.0,PERSONAL,C,11200.0,14.26,0.23,N,6.0,0
24794,32.0,78000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5400.0,7.88,0.07,N,6.0,0
24795,30.0,46800.0,RENT,7.0,EDUCATION,C,11200.0,13.98,0.24,Y,7.0,1
24796,33.0,55259.0,RENT,15.0,EDUCATION,D,11200.0,17.49,0.2,N,5.0,0
24797,35.0,40000.0,OWN,3.0,PERSONAL,C,11325.0,15.96,0.28,Y,10.0,0
24798,29.0,78000.0,MORTGAGE,13.0,VENTURE,C,10000.0,12.73,0.13,N,7.0,0
24799,29.0,60000.0,RENT,2.0,VENTURE,C,11200.0,14.22,0.19,Y,10.0,0
24800,27.0,78000.0,OWN,4.0,VENTURE,B,6000.0,12.18,0.08,N,10.0,0
24801,27.0,78000.0,MORTGAGE,1.0,VENTURE,A,5125.0,8.59,0.07,N,8.0,0
24802,33.0,78000.0,MORTGAGE,3.0,MEDICAL,B,20000.0,12.18,0.26,N,8.0,0
24803,27.0,78000.0,OWN,2.0,PERSONAL,A,15000.0,8.94,0.19,N,7.0,0
24804,28.0,63000.0,RENT,1.0,EDUCATION,C,11200.0,12.99,0.18,Y,7.0,0
24805,35.0,72000.0,MORTGAGE,2.0,EDUCATION,E,20000.0,16.7,0.28,Y,9.0,1
24806,32.0,63800.0,RENT,6.0,HOMEIMPROVEMENT,D,11200.0,14.74,0.18,N,8.0,0
24807,34.0,60500.0,RENT,3.0,DEBTCONSOLIDATION,D,11200.0,15.62,0.19,Y,10.0,1
